reported_date,reporting_country_territory,province_city,confirmed_cases,new_confirmed_cases,total_deaths,new_total_deaths,transmission_classification,total_cases_with_travel_history_to_china,new_cases_with_travel_history_to_china,total_cases_with_possible_or_confirmed_transmission_outside_china,new_cases_with_possible_or_confirmed_transmission_outside_china,total_cases_with_site_of_transmission_under_investigation,new_cases_with_site_of_transmission_under_investigation,place_of_exposure_in_china_cases,place_of_exposure_in_china_cases_new,place_of_exposure_outside_reporting_country_and_china_cases,place_of_exposure_outside_reporting_country_and_china_cases_new,place_of_exposure_in_reporting_country_cases,place_of_exposure_in_reporting_country_cases_new,suspected_cases,daily_suspected_cases,daily_lab_confirmed_cases,daily_clinically_diagnosed_cases,daily_total_cases,cumulative_total_cases,cumulative_lab_confirmed_cases,cumulative_clinically_diagnosed_cases,cumulative_deaths,days_since_last_reported,who_region,population,report_url
2020-05-06,Bahrain,,3533,177,8,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Oman,,2735,167,12,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Afghanistan,,2469,0,72,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,3,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Iraq,,2346,127,98,3,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Djibouti,,1116,4,2,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Tunisia,,1018,9,43,1,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Somalia,,756,34,35,3,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Lebanon,,740,3,25,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Sudan,,678,86,41,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Jordan,,465,4,9,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Libya,,63,0,3,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,3,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Syrian Arab Republic,,44,0,3,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,3,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Yemen,,12,2,2,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Occupied Palestinian Territory,,532,179,4,2,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Spain,,218011,545,25428,164,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Italy,,211938,1221,29079,195,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,United Kingdom,,190588,3985,28734,288,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Germany,,163860,685,6831,139,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Russian Federation,,155370,10102,1451,95,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,France,,130242,534,25165,306,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Turkey,,127659,1614,3461,64,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Territory/Area,,0,0,,,classificationi,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Belgium,,50267,361,7924,80,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Netherlands,,40770,199,5082,26,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Switzerland,,29898,76,1476,4,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Portugal,,25524,242,1063,20,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Sweden,,22721,404,2769,90,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Ireland,,21722,216,1319,16,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Belarus,,17489,0,103,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Israel,,16237,85,234,7,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Austria,,15621,24,600,2,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Poland,,14006,313,698,20,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Romania,,13512,349,803,23,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Ukraine,,12697,366,316,13,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Denmark,,9670,147,493,9,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Serbia,,9557,93,197,4,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Norway,,7847,38,208,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Czechia,,7819,38,252,4,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Finland,,5327,73,240,10,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Republic of Moldova,,4248,127,133,5,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Kazakhstan,,4160,172,29,2,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Luxembourg,,3828,4,96,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Hungary,,3065,30,363,12,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Greece,,2632,6,146,2,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Armenia,,2619,112,40,1,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Uzbekistan,,2189,29,10,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Territory/Area,,0,0,,,classificationi,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Croatia,,2101,5,80,1,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Azerbaijan,,1984,52,26,1,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Bosnia and Herzegovina,,1926,69,77,1,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Iceland,,1799,0,10,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Estonia,,1703,3,55,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Bulgaria,,1652,34,78,5,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,North Macedonia,,1518,7,85,1,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Slovenia,,1439,0,97,1,Community transmission,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Lithuania,,1419,9,46,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Slovakia,,1413,5,25,1,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Latvia,,896,17,16,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Cyprus,,874,2,20,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Kyrgyzstan,,843,13,10,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Albania,,803,8,31,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Andorra,,751,2,45,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Georgia,,604,11,9,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,San Marino,,582,0,41,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Malta,,480,3,4,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Montenegro,,323,1,8,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Tajikistan,,230,102,7,3,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Monaco,,95,0,1,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Liechtenstein,,83,0,1,0,Pending,,,,,,,,,,,,,,,,,,,,,,9,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Holy See,,11,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,4,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Territory/Area,,0,0,,,classificationi,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Kosovo,,855,4,27,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Isle of Man,,321,1,23,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Jersey,,292,1,24,0,Pending,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Guernsey,,252,0,13,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,2,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Faroe Islands,,187,0,0,0,Pending,,,,,,,,,,,,,,,,,,,,,,11,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Gibraltar,,144,0,0,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,3,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Greenland,,11,0,0,0,Pending,,,,,,,,,,,,,,,,,,,,,,29,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,India,,46433,3900,1568,195,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Indonesia,,11587,395,864,19,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Bangladesh,,10143,688,182,5,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Thailand,,2988,1,54,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Sri Lanka,,718,0,7,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Maldives,,545,18,1,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Myanmar,,161,6,6,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Nepal,,82,7,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Timor-Leste,,24,0,0,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,11,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Bhutan,,7,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,12,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,China,,84404,4,4643,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Singapore,,18778,573,18,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Japan,,15231,174,521,11,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Territory/Area,,0,0,,,classificationi,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Republic of Korea,,10804,3,254,2,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Philippines,,9485,262,623,16,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Australia,,6825,24,95,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Malaysia,,6353,55,105,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,New Zealand,,1137,0,20,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Viet Nam,,271,0,0,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Brunei Darussalam,,138,0,1,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,15,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Cambodia,,122,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,23,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Mongolia,,40,1,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Fiji,,18,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,14,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Papua New Guinea,,8,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,12,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Guam,,145,0,5,0,Clusters of cases,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,French Polynesia,,58,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,7,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,New Caledonia,,18,0,0,0,Sporadic cases,,,,,,,,,,,,,,,,,,,,,,32,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,(Commonwealth of Northern Mariana Islands(Commonwealth of the),,14,0,2,0,Pending,,,,,,,,,,,,,,,,,,,,,,17,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-06,Other*,,712,0,13,0,-,,,,,,,,,,,,,,,,,,,,,,50,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200505covid-19-sitrep-106.pdf?sfvrsn=47090f63_2
2020-05-05,Territory/Area,,0,0,,,classificationi,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200504-covid-19-sitrep-105.pdf?sfvrsn=4cdda8af_2
2020-05-05,South Africa,,6783,447,131,8,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200504-covid-19-sitrep-105.pdf?sfvrsn=4cdda8af_2
2020-05-05,Algeria,,4474,179,463,4,Community transmission,,,,,,,,,,,,,,,,,,,,,,0,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200504-covid-19-sitrep-105.pdf?sfvrsn=4cdda8af_2
2020-05-05,Nigeria,,2388,0,85,0,Community transmission,,,,,,,,,,,,,,,,,,,,,,1,,,https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200504-covid-19-sitrep-105.pdf?sfvrsn=4cdda8af_2
